,Sales-,Sales Growth %,Expenses-,Material Cost %,Manufacturing Cost %,Employee Cost %,Other Cost %,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs,Dividend Payout %,Share Capital-,Equity Capital,Reserves,Borrowings,Other Liabilities-,Trade Payables,Advance from Customers,Other liability items,Total Liabilities,Fixed Assets-,Gross Block,Accumulated Depreciation,CWIP,Investments,Other Assets-,Inventories,Trade receivables,Cash Equivalents,Loans n Advances,Other asset items,Total Assets,company_id,Preference Capital,Non controlling int,Other Assets+
Mar 2017,497,9.43%,458,48%,10%,15%,18%,39,8%,0,16,14,10,36%,7,3.84,0%,17,17.04,145,136,127,94,0,33,425,93,225,132,1,1,330,164,120,8,20,17,425,526596,,,
Mar 2018,546,9.77%,505,53%,9%,14%,17%,40,7%,-0,16,13,11,39%,7,3.87,0%,17,17.04,151,116,129,102,2,25,414,91,234,143,0,1,322,169,101,9,27,16,414,526596,,,
Mar 2019,602,10.41%,561,51%,9%,14%,20%,41,7%,1,15,13,13,49%,7,4.01,0%,17,17.04,158,109,136,96,7,33,420,88,240,152,0,1,330,174,104,8,31,13,420,526596,,,
Mar 2020,652,8.25%,592,52%,8%,14%,16%,60,9%,6,14,33,18,38%,11,6.46,0%,17,17.04,169,124,332,201,3,127,642,178,358,180,1,1,462,199,203,7,43,10,642,526596,,,
TTM,498,,456,,,,,42,8%,-0,15,34,-6,,-9,-5.55,,,,,,,,,,,,,,,,,,,,,,,526596,,,
Sep 2020,,,,,,,,,,,,,,,,,,17,17.04,157,121,262,129,,133,556,164,,,1,1,390,195,135,9,51,0,556,526596,,,
Mar 2011,0.06,,0.06,17%,50%,17%,17%,0.00,0.00%,0.00,0.00,0.00,0.00,,0.00,0.00,,0.05,0.05,0.00,0.02,0.03,0.03,0.00,0.00,0.10,0.03,0.03,0.01,0.00,0.00,0.07,0.00,0.06,0.00,0.00,0.01,0.10,539228,,,
Mar 2012,1.24,1966.67%,1.18,80%,14%,2%,0%,0.06,4.84%,0.00,0.00,0.00,0.06,33.33%,0.04,2.00,0.00%,0.05,0.05,0.04,0.00,1.24,1.21,0.00,0.03,1.33,0.02,0.03,0.01,0.00,0.00,1.31,0.00,1.29,0.02,0.00,0.00,1.33,539228,,,
Mar 2013,3.37,171.77%,3.12,82%,6%,1%,3%,0.25,7.42%,0.00,0.08,0.06,0.11,63.64%,0.04,0.19,0.00%,0.95,0.95,0.08,2.02,0.90,0.48,0.29,0.13,3.95,1.98,2.05,0.06,0.00,0.00,1.97,0.04,1.74,0.04,0.15,0.00,3.95,539228,,,
Mar 2014,4.68,38.87%,4.24,80%,4%,4%,2%,0.44,9.40%,0.08,0.24,0.27,0.01,-100.00%,0.01,0.03,0.00%,1.53,1.53,0.02,1.77,0.82,0.75,0.00,0.07,4.14,1.55,1.89,0.33,0.00,0.00,2.59,0.30,1.73,0.08,0.42,0.06,4.14,539228,,,
Mar 2015,13.88,196.58%,13.53,93%,1%,2%,2%,0.35,2.52%,0.02,0.12,0.12,0.13,23.08%,0.11,0.14,0.00%,3.49,3.49,0.13,1.35,0.42,0.12,0.00,0.30,5.39,1.44,1.89,0.45,0.00,0.00,3.95,0.37,3.19,0.02,0.31,0.06,5.39,539228,,,
Mar 2016,21.67,56.12%,21.22,95%,1%,1%,1%,0.45,2.08%,0.02,0.16,0.12,0.19,31.58%,0.13,0.12,0.00%,4.76,4.76,2.03,1.62,0.38,0.21,0.00,0.17,8.79,1.33,1.89,0.57,0.00,0.00,7.46,0.82,6.14,0.01,0.41,0.08,8.79,539228,,,
Mar 2017,61.40,183.34%,59.42,93%,2%,1%,1%,1.98,3.22%,0.21,1.03,0.31,0.85,31.76%,0.59,0.56,0.00%,14.76,14.76,2.94,7.69,1.00,0.56,0.01,0.43,26.39,4.03,6.31,2.28,0.00,0.02,22.34,2.81,14.52,0.40,0.30,4.31,26.39,539228,,,
Mar 2018,83.35,35.75%,77.75,0%,89%,1%,3%,5.60,6.72%,0.24,1.10,1.21,3.53,27.20%,2.58,0.47,0.00%,25.99,25.99,7.29,6.27,4.20,2.62,0.02,1.56,43.75,19.16,22.64,3.49,0.00,0.00,24.59,1.44,18.55,0.60,3.41,0.59,43.75,539228,,,
Mar 2019,99.65,19.56%,93.14,-0%,90%,1%,3%,6.51,6.53%,0.13,0.72,1.17,4.75,28.84%,3.38,0.62,0.00%,27.29,27.29,9.37,8.18,10.36,7.74,0.00,2.62,55.20,18.01,22.67,4.66,0.00,0.61,36.58,6.77,26.26,0.19,1.16,2.20,55.20,539228,,,
Mar 2020,99.91,0.26%,95.20,82%,0%,1%,12%,4.71,4.71%,0.70,1.92,1.05,2.44,18.85%,1.97,0.36,0.00%,27.29,27.29,11.33,10.11,6.13,3.60,,2.53,54.86,16.33,,,0.00,0.00,38.53,19.66,7.54,4.64,1.81,4.88,54.86,539228,,,
TTM,76.00,,72.99,,,,,3.01,3.96%,0.66,1.23,1.22,1.22,,1.00,0.17,,,,,,,,,,,,,,,,,,,,,,,539228,,,
Sep 2020,,,,,,,,,,,,,,,,,,27.29,27.29,12.57,5.78,39.54,36.03,,3.51,85.18,15.98,,,0.00,0.00,69.20,13.45,44.30,0.26,4.61,6.58,85.18,539228,,,
Mar 2009,334,4.21%,276,47%,11%,14%,10%,57,17%,7,19,15,30,23%,22,24.78,6%,9,8.68,346,271,126,53,0,43,752,150,246,96,55,360,187,34,52,8,95,-1,752,533095,,31,
Mar 2010,494,48.12%,388,51%,10%,12%,5%,107,22%,4,14,17,79,23%,56,64.71,4%,9,8.68,435,219,162,68,0,55,824,210,323,113,4,392,218,51,68,6,100,-7,824,533095,,39,
Mar 2011,822,66.42%,706,24%,43%,8%,11%,116,14%,8,14,20,91,24%,63,72.54,6%,9,8.68,492,177,209,37,0,127,886,219,351,132,4,421,242,85,74,7,28,48,886,533095,,44,
Mar 2012,1032,25.48%,937,67%,3%,7%,13%,95,9%,12,41,25,41,18%,30,35.05,11%,9,8.68,416,489,274,55,0,172,1188,371,510,139,9,538,270,51,105,20,53,41,1188,533095,,47,
Mar 2013,1144,10.84%,1000,65%,8%,7%,7%,144,13%,29,91,32,49,22%,35,40.19,10%,9,8.68,455,483,294,46,0,201,1241,395,416,20,4,578,264,49,123,6,46,40,1241,533095,,48,
Mar 2014,1251,9.32%,1133,66%,8%,7%,9%,118,9%,101,86,33,99,22%,73,83.65,6%,9,8.68,522,371,303,62,0,189,1205,376,572,196,4,564,261,51,115,6,64,25,1205,533095,,52,
Mar 2015,1371,9.64%,1206,68%,7%,7%,6%,166,12%,27,84,34,74,19%,173,199.70,4%,9,8.68,1274,410,314,76,0,182,2006,355,589,234,9,1289,353,60,128,7,70,88,2006,533095,,56,
Mar 2016,1438,4.86%,1243,65%,8%,7%,6%,195,14%,26,94,37,90,24%,242,279.03,4%,9,8.68,1514,444,328,82,0,183,2294,377,643,265,3,1508,406,64,128,11,107,96,2294,533095,,63,
Mar 2017,1560,8.50%,1283,62%,7%,7%,6%,276,18%,28,93,40,171,24%,332,382.63,3%,9,8.68,1813,422,347,87,0,188,2591,366,668,302,20,1703,502,73,123,6,217,82,2591,533095,,73,
Mar 2018,1531,-1.84%,1247,68%,4%,7%,2%,284,19%,29,164,42,108,29%,201,231.31,4%,9,8.68,2005,348,416,86,0,183,2777,391,728,337,11,1984,391,80,134,10,132,35,2777,533095,,147,
Mar 2019,12534,718.56%,11201,64%,4%,9%,13%,1333,11%,17,574,367,409,34%,361,415.28,3%,11,11.30,2991,6474,4734,1784,44,1633,14211,6701,7064,363,287,1819,5404,1963,2218,239,1635,-650,14211,533095,,1274,
Mar 2020,11119,-11.29%,9842,62%,4%,10%,13%,1277,11%,-84,609,423,161,-85%,455,402.92,4%,11,11.30,3363,6093,4833,1853,47,1623,14300,6810,7573,763,295,2085,5110,1915,2037,232,1767,-841,14300,533095,,1311,
TTM,9611,,8607,,,,,1004,10%,145,572,428,149,,210,185.55,,,,,,,,,,,,,,,,,,,,,,,533095,,,
Sep 2020,,,,,,,,,,,,,,,,,,11,11.30,3415,5417,4719,1501,,1937,13561,6658,,,343,2225,4335,1453,1666,267,8,941,13561,533095,,1281,
Mar 2009,44.84,14.65%,40.48,73%,9%,2%,6%,4.36,9.72%,0.37,1.27,2.21,1.25,13.60%,1.08,1.84,0.00%,5.86,5.86,5.67,13.45,4.14,0.49,0.00,3.65,29.12,15.25,28.28,13.03,0.00,0.29,13.58,5.59,5.19,1.42,1.56,-0.18,29.12,514302,,,
Mar 2010,53.40,19.09%,48.73,74%,9%,2%,6%,4.67,8.75%,0.37,1.23,2.28,1.53,34.64%,1.00,1.70,0.00%,5.86,5.86,6.64,20.16,7.90,4.36,0.00,3.54,40.56,18.18,33.35,15.17,1.19,0.04,21.15,11.63,7.68,0.59,1.45,-0.20,40.56,514302,,,
Mar 2011,88.73,66.16%,81.68,77%,9%,1%,5%,7.05,7.95%,0.40,1.61,2.81,3.03,32.67%,2.04,3.48,0.00%,5.86,5.86,8.68,23.53,7.61,1.36,0.97,5.28,45.68,18.10,36.02,17.92,0.00,0.14,27.44,17.58,8.11,0.23,0.99,0.53,45.68,514302,,,
Mar 2012,102.23,15.21%,95.28,79%,7%,2%,5%,6.95,6.80%,0.73,1.68,2.57,3.43,31.49%,2.34,3.99,0.00%,5.87,5.87,11.02,26.88,6.00,0.93,0.15,4.92,49.77,16.23,36.61,20.39,0.88,0.13,32.53,19.60,9.75,0.22,1.99,0.97,49.77,514302,,,
Mar 2013,89.06,-12.88%,80.85,72%,11%,3%,6%,8.21,9.22%,0.66,2.76,2.59,3.52,28.98%,2.50,4.26,0.00%,5.87,5.87,13.52,25.02,5.58,0.83,0.11,4.64,49.99,16.90,39.33,22.43,0.37,0.12,32.60,21.99,8.18,0.17,1.65,0.61,49.99,514302,,,
Mar 2014,99.84,12.10%,92.02,76%,8%,2%,6%,7.82,7.83%,0.68,1.40,2.47,4.63,31.10%,3.18,5.42,0.00%,5.87,5.87,16.73,24.78,6.09,0.48,0.31,5.30,53.47,15.32,40.20,24.88,0.00,0.12,38.03,20.49,13.37,0.39,3.03,0.75,53.47,514302,,,
Mar 2015,94.51,-5.34%,86.79,74%,8%,3%,7%,7.72,8.17%,0.74,1.09,2.61,4.76,31.72%,3.25,5.54,0.00%,5.87,5.87,19.99,11.74,5.50,0.11,0.09,5.30,43.10,13.11,40.54,27.43,0.00,0.04,29.95,16.30,9.96,0.08,2.88,0.73,43.10,514302,,,
Mar 2016,87.76,-7.14%,81.21,73%,9%,3%,7%,6.55,7.46%,0.65,0.49,2.15,4.56,32.02%,3.09,5.26,0.00%,5.87,5.87,23.08,4.66,5.50,0.37,0.26,4.87,39.11,11.33,40.91,29.58,0.00,0.04,27.74,16.51,7.41,0.05,2.93,0.84,39.11,514302,,,
Mar 2017,98.07,11.75%,92.58,76%,10%,3%,5%,5.49,5.60%,1.41,0.36,1.87,4.67,28.91%,3.32,5.66,0.00%,5.87,5.87,26.74,15.21,4.11,0.08,0.45,3.58,51.93,10.64,12.51,1.87,0.03,0.61,40.65,25.88,8.54,0.01,1.98,4.24,51.93,514302,,,
Mar 2018,105.15,7.22%,97.79,76%,9%,3%,5%,7.36,7.00%,0.48,0.97,1.95,4.92,30.28%,3.43,5.84,0.00%,5.87,5.87,30.10,17.78,4.60,0.34,0.28,3.98,58.35,15.67,19.37,3.70,0.31,0.46,41.91,22.48,12.99,0.06,5.22,1.16,58.35,514302,,,
Mar 2019,113.55,7.99%,104.76,75%,9%,3%,5%,8.79,7.74%,0.34,1.03,2.10,6.00,25.17%,4.47,7.61,0.00%,5.87,5.87,34.52,20.08,8.19,2.62,0.08,5.49,68.66,14.83,20.58,5.76,0.10,0.42,53.31,29.57,17.89,0.03,4.93,0.89,68.66,514302,,,
Mar 2020,110.66,-2.55%,104.14,77%,9%,3%,5%,6.52,5.89%,0.63,0.80,1.81,4.54,16.30%,3.79,6.46,0.00%,5.87,5.87,38.19,8.52,5.76,1.00,0.06,4.70,58.34,12.62,20.19,7.57,0.00,0.23,45.49,22.13,20.68,0.16,2.12,0.40,58.34,514302,,,
TTM,80.81,,77.51,,,,,3.30,4.08%,0.39,0.44,1.65,1.60,,1.46,2.49,,,,,,,,,,,,,,,,,,,,,,,514302,,,
Sep 2020,,,,,,,,,,,,,,,,,,5.87,5.87,37.61,0.54,7.15,0.38,,6.77,51.17,11.77,,,0.00,7.48,31.92,18.02,10.61,0.86,1.02,1.41,51.17,514302,,,
Mar 2013,229,,222,82%,0%,10%,5%,7,3%,0,2,2,3,39%,2,38.60,0%,0,0.50,6,16,26,13.71,,4.34,49,16,21.30,4.81,0,0,33,,23,3,5,1,49,NSE : TOTAL,,8.37,
Mar 2014,263,15%,249,85%,1%,4%,5%,14,5%,0,3,2,9,34%,9,188.60,0%,0,0.50,16,15,27,17.42,,4.35,57,15,22.11,7.00,0,0,42,,32,4,5,1,57,NSE : TOTAL,,4.77,
Mar 2015,275,5%,265,86%,1%,5%,5%,10,4%,0,3,3,4,42%,6,19.97,0%,5,5.00,17,16,36,28.51,,4.84,73,13,20.26,7.50,0,0,61,,43,10,7,1,73,NSE : TOTAL,,2.35,
Mar 2016,246,-11%,257,84%,1%,6%,15%,-12,-5%,1,4,2,-16,0%,-15,-30.98,0%,5,5.00,2,13,38,30.97,,5.19,58,11,19.03,8.28,0,0,47,,28,12,7,0,58,NSE : TOTAL,,1.52,
Mar 2017,200,-19%,191,0%,1%,8%,87%,9,5%,0,3,1,5,-6%,6,11.18,0%,5,5.00,7,21,19,13.83,,5.25,52,8,16.71,8.69,0,0,44,,32,2,9,1,52,NSE : TOTAL,,0.00,
Mar 2018,214,7%,203,0%,1%,8%,87%,11,5%,0,2,1,8,5%,8,5.52,0%,14,14.31,24,14,18,11.77,,6.06,70,9,18.12,9.56,0,0,61,,48,3,10,1,70,NSE : TOTAL,,0.07,
Mar 2019,256,20%,242,0%,1%,8%,86%,14,5%,0,2,1,11,32%,8,5.31,0%,14,14.31,31,18,21,14.30,,6.81,85,9,20.09,10.77,0,0,75,,63,3,9,1,85,NSE : TOTAL,,0.09,
Mar 2020,400,56%,392,0%,0%,6%,93%,7,2%,0,2,1,4,44%,2,1.46,0%,,14.31,,,,,,,,,,,,,,,,,,,,NSE : TOTAL,,,
Sep 2020,,,,,,,,,,,,,,,,,,14,14.31,30,22,30,15.21,,15.14,97,8,,,0,0,89,,75,2,2,10,97,NSE : TOTAL,,0.11,
Mar 2018,938,,854,,72%,12%,8%,84,9%,13,16,50,31,0%,30,7.61,13%,40,40.06,440,33,260,179,,80,773,318,414,96,3,9,442,0,260,80,26,77,773,540798,,,
Mar 2019,1228,30.99%,1107,,75%,10%,6%,121,10%,6,18,45,64,0%,62,15.35,8%,40,40.08,502,218,366,262,,104,1126,420,560,140,64,7,635,6,370,124,15,121,1126,540798,,,
Mar 2020,1141,-7.12%,888,,0%,8%,70%,253,22%,5,81,166,11,0%,-6,-1.31,0%,44,43.88,699,792,514,300,,214,2049,834,,,6,0,1210,4,815,3,55,332,2049,540798,,,
TTM,729,,599,,,,,130,18%,15,99,171,-125,,-125,-28.48,,,,,,,,,,,,,,,,,,,,,,,540798,,,
Sep 2020,,,,,,,,,,,,,,,,,,44,43.88,575,609,738,341,,397,1966,741,,,8,0,1217,2,839,3,53,319,1966,540798,,,
Mar 2009,21.98,57.00%,17.52,59%,3%,10%,8%,4.46,20.29%,0.09,1.28,1.13,2.14,45.79%,1.16,,0.00%,11.01,6.96,2.39,9.30,8.25,1.77,0.05,6.43,26.90,14.69,21.29,6.60,0.01,0.09,12.11,3.28,6.32,1.25,1.26,0.00,26.90,517035,4.05,,
Mar 2010,19.83,-9.78%,15.91,57%,3%,11%,9%,3.92,19.77%,0.20,1.13,1.16,1.83,43.72%,1.03,1.48,40.54%,11.01,6.96,2.92,8.61,10.84,2.92,0.39,7.53,29.33,14.08,21.80,7.72,0.05,0.08,15.12,5.68,6.34,1.53,1.57,0.00,29.33,517035,4.05,,
Mar 2011,24.96,25.87%,20.62,64%,3%,10%,5%,4.34,17.39%,0.22,1.21,1.18,2.17,32.26%,1.47,2.11,35.51%,11.01,6.96,3.79,7.85,12.26,4.38,0.00,7.88,30.86,13.11,22.00,8.90,0.08,0.08,17.59,4.78,9.83,1.74,0.33,0.91,30.86,517035,4.05,,
Mar 2012,28.08,12.50%,23.42,64%,4%,10%,5%,4.66,16.60%,0.40,1.38,1.11,2.57,24.90%,1.93,2.77,27.05%,11.01,6.96,5.11,8.92,11.80,3.80,0.00,8.00,32.79,12.61,22.58,9.97,0.00,0.08,20.10,5.69,12.02,1.20,0.42,0.77,32.79,517035,4.05,,
Mar 2013,29.94,6.62%,25.49,66%,4%,10%,6%,4.45,14.86%,0.51,1.30,1.18,2.48,22.58%,1.92,2.76,27.19%,11.01,6.96,6.43,8.90,12.84,4.41,0.00,8.43,35.13,11.90,23.04,11.15,0.07,0.08,23.08,6.55,14.24,1.22,0.35,0.72,35.13,517035,4.05,,
Mar 2014,22.42,-25.12%,20.78,64%,5%,13%,10%,1.64,7.31%,0.60,1.40,1.13,-0.29,0.00%,-0.29,-0.42,0.00%,11.01,6.96,6.13,9.20,10.56,3.22,0.00,7.34,32.85,11.18,23.46,12.28,0.04,0.08,21.55,9.90,9.25,1.11,0.51,0.78,32.85,517035,4.05,,
Mar 2015,26.99,20.38%,24.62,68%,5%,13%,5%,2.37,8.78%,0.42,1.41,1.13,0.25,-24.00%,0.31,0.45,0.00%,11.01,6.96,6.45,8.57,11.25,3.95,0.00,7.30,33.23,10.39,23.79,13.40,0.05,0.08,22.71,11.37,9.19,0.97,0.58,0.60,33.23,517035,4.05,,
Mar 2016,28.96,7.30%,25.58,63%,4%,13%,8%,3.38,11.67%,0.32,1.37,1.13,1.20,20.83%,0.95,1.37,0.00%,11.01,6.96,7.40,8.66,13.77,6.16,0.00,7.61,36.79,9.72,24.25,14.53,0.05,0.08,26.94,12.60,11.71,0.95,0.94,0.74,36.79,517035,4.05,,
Mar 2017,28.26,-2.42%,25.02,65%,5%,13%,6%,3.24,11.46%,0.29,1.48,1.15,0.90,25.56%,0.67,0.96,0.00%,6.87,6.87,9.66,9.92,8.50,4.37,0.00,4.13,34.95,9.10,10.25,1.15,0.00,0.00,25.85,10.40,13.91,0.73,0.36,0.45,34.95,517035,0.00,,
Mar 2018,31.80,12.53%,28.41,67%,4%,12%,7%,3.39,10.66%,0.27,1.36,1.15,1.15,30.43%,0.79,1.14,0.00%,8.93,6.88,10.63,8.17,12.91,7.16,0.00,5.75,38.59,8.20,10.50,2.30,0.00,0.00,30.39,14.79,14.12,0.72,0.38,0.38,38.59,517035,2.04,,
Mar 2019,43.05,35.38%,37.94,68%,3%,11%,6%,5.11,11.87%,0.53,1.00,1.08,3.56,26.97%,2.60,3.74,26.46%,9.16,6.88,13.24,5.36,10.72,5.09,0.06,5.57,36.20,7.50,10.88,3.38,0.00,0.00,28.70,12.68,14.20,0.66,0.72,0.44,36.20,517035,2.28,,
Mar 2020,33.58,-22.00%,30.46,64%,4%,14%,8%,3.12,9.29%,0.51,0.84,1.13,1.66,15.06%,1.42,2.04,0.00%,9.43,6.88,13.77,3.01,8.12,2.86,0.21,5.05,31.78,7.00,11.44,4.44,0.05,0.00,24.73,13.35,10.08,0.20,0.64,0.46,31.78,517035,2.54,,
TTM,25.96,,24.28,,,,,1.68,6.47%,0.39,0.69,1.11,0.27,,0.48,0.69,,,,,,,,,,,,,,,,,,,,,,,517035,,,
Sep 2020,,,,,,,,,,,,,,,,,,6.88,6.88,13.97,3.02,5.96,3.00,,2.96,29.83,6.50,,,0.10,0.00,23.23,12.90,8.10,0.66,0.36,1.21,29.83,517035,,,
Mar 2009,49.85,-17.89%,48.11,40.52%,33.46%,15.05%,7.48%,1.74,3.49%,1.35,2.30,1.60,-0.81,24.69%,-0.61,-1.60,0.00%,3.81,3.81,6.15,15.80,7.71,3.84,1.17,2.70,33.47,13.42,40,27,0.00,0.00,20.05,12.73,3.11,1.68,4.79,-2.26,33.47,502873,,,
Mar 2010,58.30,16.95%,55.59,42.76%,30.86%,14.79%,6.95%,2.71,4.65%,1.30,2.24,1.59,0.18,83.33%,0.03,0.08,0.00%,3.81,3.81,6.17,18.57,9.33,4.76,1.74,2.83,37.88,12.60,41,28,0.19,0.00,25.09,15.88,5.39,1.03,4.80,-2.01,37.88,502873,,,
Mar 2011,73.67,26.36%,69.72,43.55%,30.13%,14.21%,6.75%,3.95,5.36%,0.28,2.32,1.46,0.45,40.00%,0.27,0.71,0.00%,3.81,3.81,6.45,17.77,11.71,6.93,1.62,3.16,39.74,11.57,41,29,0.03,0.00,28.14,14.39,5.90,1.16,6.86,-0.17,39.74,502873,,,
Mar 2012,73.54,-0.18%,68.10,52.05%,19.13%,13.77%,7.64%,5.44,7.40%,0.22,2.84,1.44,1.38,34.78%,0.90,2.36,0.00%,3.81,3.81,7.35,18.05,11.27,4.92,2.35,4.00,40.48,10.85,41,31,0.02,0.00,29.61,15.48,5.09,1.22,7.23,0.59,40.48,502873,,,
Mar 2013,86.25,17.28%,77.55,48.54%,18.43%,15.28%,7.65%,8.70,10.09%,0.38,2.42,1.31,5.35,36.64%,3.39,8.90,11.24%,3.81,3.81,10.29,15.02,14.11,5.12,3.13,5.86,43.23,11.34,43,32,0.02,0.00,31.87,17.89,4.06,1.45,7.78,0.69,43.23,502873,,,
Mar 2014,97.57,13.12%,88.85,49.43%,18.61%,15.38%,7.64%,8.72,8.94%,0.40,2.03,1.33,5.76,30.90%,3.98,10.45,9.57%,3.81,3.81,13.82,12.81,15.51,6.56,2.61,6.34,45.95,10.90,44,33,0.02,0.00,35.03,20.06,5.39,0.92,8.16,0.50,45.95,502873,,,
Mar 2015,91.80,-5.91%,85.75,43.87%,23.38%,17.70%,8.46%,6.05,6.59%,0.31,1.89,1.26,3.21,38.63%,1.97,5.17,19.34%,3.81,3.81,13.43,10.71,14.64,6.99,2.47,5.18,42.59,8.78,46,37,0.02,0.00,33.79,19.70,5.18,1.04,7.50,0.37,42.59,502873,,,
Mar 2016,88.50,-3.59%,83.46,42.67%,22.88%,19.97%,8.79%,5.04,5.69%,0.53,1.39,1.20,2.98,32.21%,2.02,5.30,18.86%,3.81,3.81,14.99,10.78,14.54,6.24,2.58,5.72,44.12,7.78,46,38,0.00,0.00,36.34,20.76,7.34,0.80,7.09,0.35,44.12,502873,,,
Mar 2017,90.24,1.97%,91.00,51.96%,23.54%,20.40%,4.94%,-0.76,-0.84%,0.46,1.87,1.08,-3.25,33.85%,-2.15,-5.64,0.00%,3.81,3.81,12.76,20.25,22.32,11.02,2.40,8.90,59.14,7.45,46,39,10.22,0.00,41.47,21.00,8.67,0.82,8.94,2.04,59.14,502873,,,
Mar 2018,107.43,19.05%,103.91,49.81%,20.04%,21.38%,5.49%,3.52,3.28%,4.14,2.50,1.61,3.55,33.52%,2.35,6.17,16.21%,3.81,3.81,15.17,23.13,28.35,17.22,2.23,8.90,70.46,21.75,62,40,0.36,0.00,48.35,19.50,9.16,7.05,10.12,2.52,70.46,502873,,,
Mar 2019,91.41,-14.91%,88.59,43.99%,21.62%,23.37%,7.94%,2.82,3.09%,2.08,3.03,1.85,0.02,1450.00%,-0.28,-0.73,0.00%,3.81,3.81,14.45,27.94,27.43,17.97,0.78,8.68,73.63,21.53,63,42,0.81,0.00,51.29,24.94,7.30,6.89,11.18,0.98,73.63,502873,,,
Mar 2020,81.76,-10.56%,77.31,37.89%,20.89%,27.16%,8.61%,4.45,5.44%,1.87,3.34,2.60,0.38,13.16%,0.34,0.89,0.00%,3.81,3.81,15.20,15.42,26.41,16.41,2.65,7.35,60.84,22.38,66,44,0.00,0.00,38.46,21.37,6.08,1.42,11.12,-1.53,60.84,502873,,,
TTM,87.77,,80.12,,,,,7.65,8.72%,1.50,2.87,2.64,3.64,,2.79,7.33,,,,,,,,,,,,,,,,,,,,,,,502873,,,
Sep 2020,,,,,,,,,,,,,,,,,,3.81,3.81,16.49,14.34,31.50,14.86,,16.64,66.14,22.26,,,0.00,0.00,43.88,21.21,9.94,1.77,1.42,9.54,66.14,502873,,,
Mar 2010,72,,63,41%,10%,7%,29%,9,13%,0,2,5,2,-4%,2,3.62,0%,6,6.43,13,21,70,20.80,33.98,15.58,110,27,55,28,2,0,82,69,7,1,5,-0,110,537291,,,
Mar 2011,80,10.72%,67,11%,35%,8%,30%,13,17%,1,2,5,8,-4%,8,12.37,0%,6,6.43,21,14,62,10.78,36.11,14.89,102,23,56,33,2,0,78,64,8,1,5,-0,102,537291,,,
Mar 2012,97,21.22%,82,42%,7%,10%,26%,15,15%,1,2,5,9,-1%,9,5.75,0%,16,16.00,30,11,63,16.36,33.08,13.65,120,21,56,35,0,1,99,66,12,3,16,2,120,537291,,,
Mar 2013,109,11.98%,89,-2%,51%,10%,23%,20,18%,1,4,5,12,4%,12,7.34,0%,16,16.00,41,19,67,27.36,5.18,34.37,143,18,45,27,0,5,120,77,21,2,19,-0,143,537291,,,
Mar 2014,136,24.94%,102,0%,44%,10%,21%,34,25%,1,4,5,26,5%,24,15.18,0%,16,16.00,66,23,85,39.26,42.56,3.32,190,17,17,0,0,5,168,89,35,2,29,13,190,537291,,,
Mar 2015,143,5.63%,109,-18%,59%,11%,24%,35,24%,1,5,4,26,4%,25,15.87,0%,16,16.00,91,22,97,51.56,40.08,5.14,226,13,61,48,0,5,208,117,45,2,30,15,226,537291,,,
Mar 2016,127,-11.28%,103,-16%,58%,11%,27%,25,19%,1,6,4,15,6%,14,8.85,0%,16,16.00,105,59,87,47.95,32.76,5.89,267,30,82,52,0,5,231,141,45,1,34,10,267,537291,,,
Mar 2017,142,11.73%,113,9%,43%,10%,18%,29,20%,1,10,3,17,3%,16,10.17,0%,16,16.00,287,74,78,44.35,26.90,6.73,455,207,224,16,0,5,243,130,52,6,55,0,455,537291,,,
Mar 2018,171,20.48%,131,6%,46%,7%,17%,40,24%,1,10,1,30,2%,29,15.48,0%,19,19.00,450,33,69,36.60,23.15,9.63,571,211,228,17,0,5,355,123,82,45,105,0,571,537291,,,
Mar 2019,206,20.30%,163,-12%,65%,8%,18%,43,21%,2,5,1,39,1%,38,20.22,0%,19,19.00,489,58,80,50.20,19.63,10.51,646,232,250,18,0,5,409,155,108,21,124,1,646,537291,,,
Mar 2020,246,19.52%,191,-17%,69%,8%,17%,55,22%,2,7,1,49,-4%,50,26.56,0%,19,19.00,539,70,102,68.20,19.61,14.38,730,246,265,19,0,5,479,204,107,22,145,1,730,537291,,,
TTM,311,,248,,,,,63,20%,0,7,2,54,,56,29.35,,,,,,,,,,,,,,,,,,,,,,,537291,,,
Sep 2020,,,,,,,,,,,,,,,,,,19,19.00,583,79,30,14.64,,15.08,711,245,,,0,5,461,174,122,20,133,11,711,537291,,,
Mar 2009,175,1.51%,162,62%,9%,5%,16%,13,7%,1,9,2,3,36%,2,0.39,0%,11,10.71,36,75,67,49,2,16,189,62,91,29,4,2,122,47,34,6,35,-0,189,539620,0.00,,
Mar 2010,209,19.38%,193,59%,10%,8%,15%,16,8%,1,9,3,5,10%,4,0.96,0%,11,10.71,39,75,60,41,2,17,184,67,101,34,0,2,116,61,25,5,25,-0,184,539620,0.00,,
Mar 2011,211,1.06%,197,51%,13%,8%,21%,14,7%,1,7,3,5,27%,3,0.78,0%,11,10.71,40,70,58,44,2,11,180,64,103,39,1,1,114,62,24,5,23,-0,180,539620,0.00,,
Mar 2012,213,0.95%,198,53%,7%,8%,25%,15,7%,0,9,3,2,30%,2,0.35,0%,11,10.71,40,64,51,20,0,31,166,63,106,44,0,1,102,46,10,7,33,6,166,539620,0.00,,
